product,day,timestamp,gap_tilt,next_timestamp_mid_change,mean_next_mid_change,std_next_mid_change
ASH_COATED_OSMIUM,0,16500,-7.0,-2.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,19700,-7.0,-4.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,34200,-7.0,-3.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,38800,-7.0,-5.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,131600,-7.0,-4.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,176700,-7.0,-4.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,202600,-7.0,-6.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,216300,-7.0,-4.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,227400,-7.0,-3.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,246500,-7.0,-5.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,297500,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,310100,-7.0,-4.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,351300,-7.0,-3.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,353800,-7.0,-6.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,369000,-7.0,-6.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,383000,-7.0,-4.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,466000,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,476800,-7.0,-6.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,485100,-7.0,-5.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,490800,-7.0,-2.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,521900,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,532700,-7.0,-3.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,558300,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,579600,-7.0,-6.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,599600,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,611000,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,633300,-7.0,-0.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,633900,-7.0,-4.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,636500,-7.0,-6.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,641900,-7.0,-4.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,658900,-7.0,-6.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,660800,-7.0,-5.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,683400,-7.0,-10.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,700900,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,714600,-7.0,-4.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,717000,-7.0,-6.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,725800,-7.0,-6.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,729900,-7.0,-5.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,736500,-7.0,-10.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,742700,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,746000,-7.0,-6.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,783300,-7.0,-4.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,785000,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,850400,-7.0,-3.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,866200,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,868400,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,873500,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,875600,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,891400,-7.0,-3.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,904600,-7.0,-5.0,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,907400,-7.0,-5.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,964600,-7.0,-4.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,976900,-7.0,-3.5,-4.90566037735849,1.544396209419424
ASH_COATED_OSMIUM,0,1800,-3.0,-2.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,9700,-3.0,-2.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,14300,-3.0,-3.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,16600,-3.0,-3.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,17400,-3.0,-9.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,23500,-3.0,-7.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,26400,-3.0,-4.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,40800,-3.0,-2.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,63900,-3.0,-2.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,74000,-3.0,-2.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,76200,-3.0,-3.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,80700,-3.0,-4.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,83000,-3.0,-3.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,89200,-3.0,-2.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,97200,-3.0,-2.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,102700,-3.0,-3.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,116900,-3.0,-3.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,145300,-3.0,-2.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,146700,-3.0,-3.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,147400,-3.0,-2.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,149600,-3.0,-4.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,161400,-3.0,-3.5,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,173400,-3.0,-3.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,177500,-3.0,-2.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,186900,-3.0,-3.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,189500,-3.0,-2.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,191300,-3.0,0.0,-2.810483870967742,1.3772140222755407
ASH_COATED_OSMIUM,0,191400,-3.0,-3.0,-2.810483870967742,1.3772140222755407
